,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
0,0.9645404497335911,0.9413607979641482,0.9104443780988172,0.8759721283663263,0.8522521392215416,0.8162179463523351,0.7839884182893525,0.7194958361317119,0.6807402042651364,0.6465435676372158,0.6018657628762418,0.592027841618382,0.5757121998414014,0.5398291167895726,0.5067194573398991,0.5022166698848749,0.493145674648013,0.4956374392969141,0.49599060440516124,0.49992588799371246,0.4411778978508781,0.3796219545826178,0.35140172779626566,0.43775555732971344,0.43868747326523205,0.4373962567660417,0.4369554948818466,0.43935994975569603,0.43507337092356174,0.42507951261620897,0.4250604245698842,0.4166951335641089,0.3980763980144746,0.411450815353145,0.40797936351758374,0.4227582022328818,0.41148786875137094,0.39852338770218715,0.41716065938636765,0.4075416029732963,0.3995297621769463,0.3839984504653299,0.3780660352631641,0.3934568971127933,0.4029573560262238,0.4112212938148672,0.3909201162973387,0.3693540557534149
1,0.16272898496570087,0.1691246177544226,0.1679475544448277,0.16834945848408123,0.1709666647825969,0.17382698074986355,0.1713003723621915,0.16067027366908357,0.157360161167949,0.15045033834144053,0.14373523473877775,0.14177314318844203,0.13952175235180292,0.13327986789150142,0.12574323070083984,0.12421826167665301,0.12104255293061779,0.12285664306154365,0.12537299298900773,0.12556558734097942,0.11283424742834779,0.10011762719858824,0.09558671081127106,0.12760927710357067,0.1279235872634023,0.12654040297441085,0.1251311856672253,0.12495974057050414,0.1261303903961745,0.12360725945644878,0.1222841299615365,0.12002367087452803,0.10936966292642832,0.10994202239375597,0.10483087516839242,0.10307365075129536,0.09945755911541793,0.0958468184463192,0.09807810472775821,0.09722474852674083,0.09564766954025225,0.09174358565960214,0.09034501415263718,0.09527020511849359,0.09782589131204825,0.09558988673082383,0.09180570587847672,0.09745971456199394
2,0.29267873741252665,0.3048684134753253,0.3144431030888671,0.31428764605628556,0.3153057782809441,0.31575605835316845,0.3112192595005893,0.2953886907249226,0.28770621425431164,0.2762795197328173,0.2642184803908475,0.26007269176722403,0.25653164382553667,0.24500760421933324,0.2338362711765366,0.23056886291918244,0.2260812620751366,0.22866939557671662,0.23076770875308475,0.23079950312386316,0.20637100573511694,0.18126105831140915,0.17126539354896747,0.222552910007911,0.22285307094665746,0.22132472415345122,0.22002600631072533,0.22029435049969537,0.22078747523151007,0.21657830062595262,0.2152844677657645,0.2092682675273631,0.19456426281080735,0.19767637304841756,0.19027146710376436,0.18969900661061695,0.18348785458273745,0.1768559038675107,0.18132536261495205,0.1795492000349283,0.17562582222814446,0.16895961329614523,0.16670757509546574,0.17451960505875191,0.17918223027225294,0.17748361112130315,0.1703273328101407,0.17088606540139997
3,0.38532248152104354,0.40949408507085083,0.4252545739822543,0.4349345846066464,0.4348531994649048,0.43445881108105844,0.42873437518870516,0.40922775499061453,0.39760910642072533,0.3838194192655115,0.36832527219806255,0.3640160801496024,0.3576686539259321,0.34287863814699837,0.3273148773395383,0.32322173616939864,0.31709555371657144,0.31954954447458817,0.3207644242499538,0.31995434130675116,0.28632572340133255,0.2511750527393056,0.2369212633792519,0.30329741724600257,0.30428883215191715,0.30284757534686946,0.3015291716035879,0.30188531646662775,0.301272531512066,0.2956864293512118,0.29292217401530096,0.28390466943029774,0.2662047341680503,0.27087860932420693,0.26063240870609855,0.26033244971207115,0.2518474140349285,0.24289183823615448,0.24851111805480777,0.24651295559546635,0.2413952039795089,0.23287558846543444,0.2299893650013969,0.23976339175305644,0.24603256539311924,0.2444356132887142,0.2357122325680269,0.2352773302917438
4,0.4921894036799246,0.5223205179352101,0.5485528614114809,0.5630800916092721,0.5711334706894398,0.5719055644473653,0.5666246299334194,0.5474495196321935,0.5341933554257674,0.5167394601381538,0.4979048186052956,0.4912819969285277,0.483496896685629,0.4648902777955074,0.44576259671283963,0.44089366517670037,0.4339066957488419,0.43679774008584943,0.4378029729081996,0.43676713081235574,0.3914782019337619,0.3435836255947596,0.32398068500387955,0.4120973484582786,0.41286107554790663,0.4114275030944639,0.4102171953291315,0.41070645677197154,0.4089920499182758,0.40127851691866423,0.39698693882626446,0.3846083679509856,0.3627658509320496,0.36900121706894035,0.3564779803618981,0.35802280752915516,0.34686491033658223,0.3349568629845697,0.3424460585454632,0.3399046573805314,0.33227757311229117,0.3209639707899988,0.31713146211470467,0.3290419796096688,0.33689105576627854,0.3359164797400576,0.3243330858902827,0.32017065939581757
5,0.58396021990552,0.6178281766323684,0.6506916686691662,0.6690423519672076,0.681424655993142,0.6936630148036186,0.6882295286818614,0.6743034456695308,0.6635373143533357,0.6459256610673774,0.6253607393081778,0.6168160825496947,0.6085409649911602,0.5880480156513431,0.5678014517228354,0.5643653521264661,0.5577471580620061,0.5600696834527227,0.5604210249806296,0.5570406013629347,0.49907935586390767,0.4370511509897153,0.4122432621457319,0.5206360958052861,0.5225482101650928,0.5213321720573536,0.5202088457966451,0.5205203393861234,0.517911382988967,0.5085194175163971,0.5026386607794111,0.4885577449140904,0.4648335718420853,0.4725693024565838,0.458909027044749,0.4620332955451501,0.4493413113878843,0.4351025693745385,0.44387254191860553,0.44129844224136666,0.4319174946305388,0.41837083484168885,0.41410438475750966,0.4284047605744119,0.43873067878567473,0.4409361092510675,0.4284342207060423,0.42644247088933535
6,0.6337693941549277,0.673164149445959,0.7128611644664627,0.7334532939163727,0.7477487179883728,0.7634658792476137,0.7661819573255045,0.7555209263295072,0.7450616062007585,0.7276051033363292,0.7066192459267581,0.6967740580607995,0.6881702107326093,0.6670505215486383,0.646355467396189,0.6441250368940347,0.6372335161940886,0.6389125343359248,0.6386712775500321,0.6335430790372129,0.5675542783554092,0.4962029982963396,0.4676320161835691,0.5887140159738837,0.591146319803366,0.590161204567405,0.5890074139332891,0.5890624252670071,0.5855562939037128,0.5750056031337549,0.5684566484369912,0.5536306810480296,0.530265823399173,0.5396582334615352,0.5249659115658778,0.5297519911598706,0.5155140556677598,0.4996810375456653,0.5085227333291804,0.5066397879564112,0.4961378948279317,0.48120208205995735,0.47643553536939925,0.4921086801451126,0.5041091633387251,0.508729658666588,0.4966298677364934,0.49858201418254133
7,0.6507049262393544,0.6944742886902613,0.7460348035784274,0.7716330432150451,0.791789137722393,0.8166915309178086,0.8247435455958864,0.8332355918631433,0.8293243656588557,0.8133954531506926,0.7928559177971124,0.7841849693400363,0.7770082647912391,0.7561500953053016,0.7376160903984246,0.7357489117464974,0.7285834436982958,0.7302437756674028,0.7288163702006533,0.7199600983502467,0.6446877106460298,0.5625507076529173,0.5290557055373184,0.6689208032170526,0.6719245963418271,0.6717950012059479,0.6710229131127754,0.6712896961391626,0.6669850184328441,0.6555380373597018,0.6481786711172524,0.6301626441546957,0.6034111753220609,0.6140868171640071,0.5981304548359583,0.6022573023952483,0.5871590870145054,0.569718830940924,0.5780467589457445,0.5764965075699294,0.5641926932445761,0.547940243757192,0.5426057899835859,0.5600978071452712,0.5737934296140473,0.5800795879001188,0.5667176508205224,0.5643965938748616
8,0.6510310601281649,0.6964790593219727,0.7520531349286151,0.7783004925322229,0.8007056509976096,0.8320946337870246,0.8431430884353874,0.8603923474785506,0.8741610320957585,0.8578029701456102,0.8399267687830729,0.8315982843087169,0.8254955023013435,0.8069370492234783,0.7929007651565152,0.791923850583459,0.7852971646706134,0.7868910499994686,0.7849594581234897,0.7742520402764331,0.6940236653613173,0.6053608350716424,0.5689906562288618,0.7207343024988023,0.7247434707059875,0.72451124044785,0.7237425887210617,0.7239106508880978,0.7187761806007184,0.7067750082557427,0.6982794239427278,0.6792034398838188,0.6511025165619594,0.662299452980793,0.6463448679361933,0.6506057236184443,0.6354069630495133,0.6174483119692684,0.6262024984855167,0.6248343407404897,0.6118563662719018,0.5948417771034901,0.5896295102928132,0.6081452473876978,0.6228140181976675,0.630968184216592,0.6179177724002529,0.6148191775466664
9,0.631227649809726,0.6777005326419852,0.7327492274516364,0.7618816356558183,0.7872827232788422,0.8234357003321067,0.8359214422409986,0.8588782466418013,0.8744918624548405,0.8774283415950921,0.8641178677887981,0.8587838724847371,0.8535626232970555,0.8380767082462985,0.8238160551408434,0.8224842533578257,0.814246877989371,0.8132132690699706,0.8081635104446616,0.7919914907133457,0.7082847321926904,0.6167993064659316,0.5802590454237583,0.7337517847408832,0.7395818767751086,0.7436793561717858,0.74386840863286,0.7447337412765573,0.7399368055827937,0.7280576350233263,0.7183212728460449,0.6994723234739012,0.6708347782306483,0.6804346144647504,0.6657074125770438,0.6688315367738096,0.653921576253728,0.6351397189273726,0.6424303029842124,0.6396377146052442,0.6267846278483369,0.6103244558944281,0.6054530804758828,0.6233214889172819,0.6374438113043864,0.6456095324096406,0.6331245189654057,0.6289051850999766
