,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,0.9489094899768031,0.9463699089564828,0.918209965654041,0.8732143390162013,0.8528958200659216,0.8341313726100678,0.8049769360294179,0.7600246750033686,0.7352419169337726,0.6898119250399599,0.6614352794333613,0.6194910026687832,0.5916690196448298,0.5792084130268345,0.570698287896038,0.5492085345641741,0.5443909866628159,0.5541230256954093,0.5456554957214261,0.54804011755028,0.5456923942199174,0.5380851202675997,0.5235767577416426,0.516179544957169,0.5025036026645343,0.48497057863720344,0.4623040178049482,0.44736961612285114,0.428596951639264,0.4004716717898721,0.3805052213080192,0.35172383630446413
1,0.9151948380666688,0.9430967489206565,0.9483353003985896,0.9177047541086656,0.8943905760375586,0.8718165666155961,0.8497292831495844,0.808382059466221,0.7887883750658707,0.7539310041366829,0.7286663993063124,0.6925696368791593,0.6683549623568458,0.6542164616400086,0.6450034458619013,0.6252252811361461,0.6153960977644033,0.6228210099563819,0.6159613403596061,0.6119328071616174,0.6073024291040346,0.5968499758247678,0.5786391807517811,0.5700158747168576,0.5543059026793269,0.537341707890933,0.5164077436374191,0.5002982049870128,0.48066992519611396,0.45082048554498694,0.4303321537084569,0.39793443684840946
2,0.9039826913836924,0.9356095771745704,0.9540617381351262,0.9417578297001518,0.9272178196748673,0.9074764341245551,0.8915705577742817,0.856601286025903,0.8393611842386351,0.8125877271730819,0.7944184512335424,0.75936565749424,0.7373791024136391,0.7222030489692783,0.7128905391261972,0.6921319243237215,0.6799773560322346,0.6860172068624416,0.67913910053634,0.6702101777108507,0.6641948330792163,0.6525500322438982,0.6317152533922787,0.6216244046745248,0.6035187272868615,0.5851968681246454,0.5629245751153917,0.5444942183997309,0.5234112560211598,0.49025437261279137,0.4678577299523583,0.4327036547899302
3,0.8648094572881473,0.9091481178974384,0.9393954493077656,0.9296788799834542,0.9191306307946021,0.9035744264780207,0.891741065845376,0.8616629421333317,0.8520513810002194,0.8319644220481985,0.8182142848879564,0.7866762254684443,0.7662649944328438,0.7519936714142036,0.7409476904203082,0.7186987593777217,0.7057780132347254,0.7078411683105422,0.6986210095689772,0.6878814034153622,0.6801501595557812,0.6653197234253102,0.6428880252098916,0.6324103298165987,0.614833456900847,0.5975695060930438,0.5771279474077193,0.559552173485638,0.539130857425576,0.5067916856377903,0.48486936474866554,0.4492084353405966
4,0.8269352656065423,0.8731349828175992,0.909039075445509,0.9133515890434876,0.9129419510408975,0.9040302880916895,0.8994170285598178,0.8793177727834107,0.8785893947333129,0.8700706161821056,0.8637925583889834,0.8373543876364675,0.8209040381279347,0.809550551448541,0.7985406019134941,0.7769390428646572,0.7645529703732655,0.7633123476630663,0.7522163020986882,0.7397677177855545,0.7306431571622253,0.7143730288377793,0.6900741242194383,0.6789794649527304,0.6619518102258476,0.6459349384986754,0.6265658518969337,0.6093810031790756,0.5892149667938924,0.5564389285576362,0.5340231366543249,0.4963357352829612
5,0.7789305123199537,0.8256597554346351,0.8646708966164686,0.8783859934392688,0.8843725133276271,0.8793452223586485,0.8807575597602196,0.8694239154526514,0.8801325483238523,0.8859075912284725,0.8873523361322794,0.8671741787783781,0.8553022135746776,0.8488304609999079,0.83872017918839,0.8205788167215109,0.8104882977908926,0.8053392017413301,0.7926102473162215,0.7816412627666302,0.7712917178850754,0.7548229486536265,0.7300909037786949,0.7205143900740897,0.7070708272624534,0.6953137200797643,0.678884289086232,0.6644348963570238,0.6465233836852798,0.617422285318527,0.5971388656321971,0.5597726026661161
6,0.7423522542735923,0.7931891798597445,0.8402810317067484,0.8611689237136746,0.869117819132078,0.8640025019415257,0.8708369794203229,0.8646082284106618,0.8785889840830146,0.8918148073338878,0.8955816278131579,0.8815360922317241,0.8724080226413112,0.8681391402900012,0.8577459276470145,0.8409919546425945,0.828747161083145,0.8227295204586176,0.8099065101689703,0.796471433128294,0.7850955117563327,0.7673332552185262,0.7414445115071071,0.7313197215427886,0.7167128361125673,0.7049266450638003,0.689165488215773,0.6742794496946861,0.6558316123226617,0.6263813346992011,0.6054620027712401,0.5667087401559288
7,0.6866743754476323,0.7383670477749013,0.7891973478350847,0.8201194152555185,0.8310316459012856,0.8266054915254893,0.8390290041624219,0.8391483943511182,0.8592834072092187,0.8841006922674941,0.8939662636162913,0.8873644889843353,0.8837099592899911,0.8851610170171762,0.876261532407777,0.8630430866330928,0.8511702856241548,0.8429418379142551,0.8297672444695764,0.8149229477567845,0.8024745229259017,0.7853112667674407,0.7597184137010367,0.7502082435291622,0.7369786966358453,0.7278200117377924,0.7141364847382833,0.7005753649987478,0.683570349385035,0.6565297060963,0.6372674502656076,0.5985373957465779
8,0.6384655418304052,0.6923746855012151,0.7491076577192347,0.7874900705452782,0.7984403800055841,0.7940924897672454,0.8115902803995958,0.8160763521924883,0.8404829125871188,0.8719785121086902,0.8832956172348215,0.8843758275884568,0.8844731454388199,0.8899785289020425,0.8825610890348418,0.8739605285868667,0.8611218444099011,0.8527063949283482,0.840265833855627,0.825086835021431,0.8114759783759624,0.794201987776061,0.7682748957698967,0.7595429930097654,0.7472151459336392,0.7398286552626219,0.727947920960106,0.7153377529535235,0.6992537379094325,0.6736863220509363,0.6550872303781169,0.6151433239248536
9,0.6092626308603255,0.6601423384963998,0.7118836549184084,0.7483555020577962,0.7622129975475141,0.7621530791610106,0.7783565515152768,0.7844580088397133,0.8132752973855285,0.8477702179409607,0.8688031647189116,0.8749846038111778,0.8787155107919117,0.8884669150325016,0.8792294616317765,0.8684554314730518,0.8557343734070714,0.8418464404182778,0.8251812671493383,0.809313683668002,0.7946557226578371,0.7771901942124366,0.7512628988879232,0.7423350446266395,0.7313807010032749,0.7246750288110351,0.713285546355835,0.7012959577813662,0.6864489408111367,0.6620056517775259,0.6442380254864934,0.605245007432062
