,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,0.8883120105958692,0.8714550170006126,0.8555910241017395,0.832611332808194,0.810803889627675,0.7843766200132946,0.7624416876657417,0.7123595749885604,0.7037544727167658,0.6793760290325574,0.6657992546833024,0.6578456513557157,0.6481973213304604,0.6423063569559686,0.6325640961659161,0.6273760547242307,0.6177734269330631,0.6303912652928271,0.6288964513669001,0.626424694806227,0.6179426880899707,0.6135844414084689,0.5964036910931639,0.5880519642865591,0.5676048818798497,0.5608622827265723,0.5485636333402184,0.536678258630843,0.5286183744860399,0.5087481582338163
1,0.9451246599897949,0.936843621202542,0.9229157497927432,0.9023953636322762,0.8817065611755571,0.8601878304095583,0.8328995982873352,0.7867033323749181,0.7758618239887998,0.7507203199210375,0.7355862656650415,0.724312690944669,0.7130118404332241,0.7094106559506812,0.7020261782190043,0.6966777346660543,0.687483094712722,0.7024692100962624,0.7027164589496103,0.7039955827446553,0.6965048494013759,0.6916960736390237,0.6739198611797297,0.6635873326461874,0.6410335348338285,0.6335076182880659,0.6184845433992462,0.6048295313472279,0.5961357910455647,0.5687229646433083
2,0.8932887331435001,0.9273279616816158,0.9274369809762893,0.917482125177779,0.9093587512762311,0.8894913728056428,0.8677767447959471,0.8182510886159085,0.8082750068501644,0.784367364038018,0.7647045938354874,0.7493961533075564,0.7395110595561356,0.7331077665271369,0.7246375780346307,0.7160691305517493,0.7012370906969739,0.7145223950954552,0.7142372561506881,0.7143519624092225,0.7054615779059126,0.6988916902423612,0.6832701772051823,0.6712088081269273,0.6495893359374767,0.6417451421465432,0.6280520638939433,0.6141273099182679,0.6061016213338708,0.5714002548104187
3,0.9009002633581252,0.9358955939315288,0.9396291201408038,0.9333303161643313,0.927676905408525,0.908127139341603,0.8892813282505478,0.8426221714563648,0.8357489911615786,0.8138610228184225,0.7965524319486653,0.7832273258568057,0.7745972582420725,0.7681902035505942,0.7608445184347259,0.7513904784466678,0.7374529995278607,0.7521843950576307,0.7514548713880901,0.7519981105683693,0.7412002141409914,0.7339507532671129,0.7169042476777001,0.7033101240002368,0.680638953482242,0.6720564462518327,0.65762885637618,0.643413047088254,0.6357895729545638,0.601439710671345
4,0.8823168525592585,0.92233753675516,0.9352470242396838,0.9329116611145286,0.9326282318542285,0.91504997616726,0.898776005626771,0.8487491773620159,0.8457773016282122,0.8252038718223206,0.8069407885714619,0.7954490778214657,0.7877505635795854,0.7818994847197889,0.7731334349506451,0.7629763589985725,0.74883109964033,0.7614053225427392,0.7595110566395196,0.7587912045660435,0.7471504715425494,0.7396338703071489,0.7220845279036678,0.7103020785343344,0.6878858528316389,0.679548186361956,0.6653107941687909,0.6512468223743786,0.6429953625527295,0.6067401833693727
5,0.8858321573733524,0.9177466470064077,0.9359837816775252,0.9455578705192976,0.9450784162886623,0.9352410232903783,0.9243106091571739,0.8817094721177364,0.8789422896708838,0.8610638653723497,0.8447205522239808,0.8342470892967528,0.8260342601780355,0.8196815538776396,0.8099556916414736,0.800284334973616,0.7881027812075473,0.7988102759137512,0.7965246818562507,0.7951136403141837,0.7826277375518308,0.7752863200540997,0.7590561330524316,0.7483607957435788,0.726019557004741,0.7174371850534709,0.7035590474924015,0.6900991400992921,0.6815691485346741,0.6490494420890222
6,0.8851645860779127,0.9115436175774866,0.9317926522877706,0.9460949039696942,0.9504747351094615,0.9471277785602517,0.9392165286847536,0.9033449369313951,0.8958739168335713,0.8799017051235735,0.8650593901578498,0.8530026545125364,0.8438774093984702,0.8376667537192313,0.8283267798859383,0.8214677391275729,0.8099480969394123,0.8188385887934508,0.8163632597437899,0.8137764103019011,0.8049277962294119,0.7982055882737815,0.7853689656381184,0.7764501283833964,0.7551934229308516,0.7470749816694247,0.7335657322422547,0.7205862167166062,0.7119824062371243,0.6843141599749669
7,0.8382353923342796,0.8660391650636847,0.8857765419161949,0.9154783190228829,0.9317045232613207,0.945604778112235,0.9428168022376937,0.9307064686467503,0.9178771512158528,0.8961920802188976,0.8819499419583725,0.8665836679957216,0.8527583830969343,0.8446398425502377,0.8334063885504439,0.8319347043618617,0.8206543524563036,0.8229687689790073,0.8202371131537165,0.8182597919438918,0.81323626315541,0.8086624446050911,0.8025685387834051,0.7974747905115925,0.7793746247481771,0.7725022526371249,0.7623077919429859,0.7518806973294138,0.744257047376624,0.717416538469339
8,0.8262604701622468,0.8550043762789075,0.8736539911794792,0.9111730458024261,0.9292933201519675,0.9467516757629115,0.9451169199749794,0.9387922109491801,0.9285734583546235,0.9062853481624548,0.8928381899543489,0.8769747325243143,0.8628911774266201,0.8544326172015465,0.8435303587814095,0.8419989853207657,0.8312994062504009,0.832049855597069,0.8286863000564534,0.8270238333808496,0.8216476037681946,0.8171655257058246,0.8119536240798247,0.8067833072252791,0.7881245854466611,0.7811799573204391,0.7717356443174846,0.7614446380566527,0.7539145516828601,0.7257736167698812
9,0.8125063228202521,0.8421689583314811,0.862478527161388,0.8999064485094869,0.921837166771105,0.9418034952310427,0.9501774124390291,0.9501450653320709,0.9420273077452962,0.9245662711875897,0.9118381099064959,0.8960282548156484,0.8829715142817246,0.8753529917049776,0.8645259312546947,0.8615259838885927,0.8496359161410767,0.8499647883628775,0.8459042501322709,0.8429750007772163,0.8370497402022393,0.8316284139194499,0.8255608561103813,0.8186270519530571,0.7999565426452575,0.7929058744832024,0.78283640884236,0.7723337207887458,0.7649019739753488,0.738210250740519
