,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,0.0323140056517739,0.026896818630692175,0.02637564480251001,0.025827907458524917,0.025278450847056315,0.024688059122428663,0.024226322210709098,0.02384114877293759,0.02356143181542495,0.02329307886070823,0.023009032326253166,0.02281072996271327,0.022703475989451348,0.022546262560603474,0.022447197305211622,0.022187110066250085,0.021874551743226552,0.021495310378812752,0.02121339385672437,0.021019904107195748,0.02085343909491575,0.020895611032928606,0.021205441083365417,0.021579517533408255,0.022237634376295605,0.023636698162893433,0.026853937089080994,0.05085742067067867
1,0.0343406793589267,0.028578722351433914,0.02800681504200138,0.027413037157849877,0.026812466369895007,0.02618217516689237,0.025688737988651036,0.025270353018438402,0.02497193270396337,0.02467958890221731,0.024354777533237046,0.024142947293956444,0.024023002136021293,0.02384686041970287,0.023738883520829722,0.023458472976513992,0.02312386433137306,0.0227211644028915,0.02240119531079379,0.022180687381564156,0.02199076842684081,0.02204258073676105,0.022392721187451524,0.02282110917030287,0.023551448669551993,0.024993263687808118,0.0284911301517026,0.05585046993681973
2,0.03627206352773257,0.02968334073763565,0.029074448477395914,0.028403195168389527,0.02771472189405402,0.026985199922317207,0.02640594520371539,0.0259187506569793,0.02556914454504571,0.025229844404477477,0.024845619741241217,0.024592447776048604,0.02444891521084709,0.024239272815078258,0.024107198446618096,0.023780980554188234,0.023390545369274103,0.022925678492904653,0.022543009888026492,0.022272994929772576,0.022027332446665927,0.022060602585078394,0.0224499784124411,0.022919852188953486,0.023739701259302436,0.025356022868372945,0.029397305865907865,0.062195860724965475
3,0.04146373683385408,0.03438154514877871,0.03373925360356243,0.033007469671130364,0.032245177452543974,0.03143870103530221,0.030797561840510353,0.03024910300853614,0.029869211938533702,0.029484049349040368,0.02902369308082792,0.0287364218492774,0.02856557306463833,0.02832346503611792,0.028163805290070204,0.027797812607475957,0.02736450143840373,0.0268570768710908,0.02638803456208709,0.026063139668086363,0.025769704173009736,0.025810709325896693,0.026277897512460683,0.026854531351778854,0.027827236535369986,0.029586369329482123,0.03429318961107351,0.07300287441596441
4,0.041787691193022315,0.034417010286147534,0.033756500573040395,0.03299199371245176,0.032197419464385625,0.03135386342625582,0.03069099259637949,0.03012347075130685,0.02972873650741315,0.029325125837581914,0.028842016863112174,0.02854197789752863,0.02836093058062264,0.028107360464933173,0.0279381160296669,0.02755781460024121,0.02710824569111023,0.02658170232037137,0.026080660153681136,0.025737765416717073,0.02542434622789319,0.025465139548199324,0.025952537084977436,0.02654366001416156,0.02756749256758842,0.02941277448050491,0.034397042638001876,0.0771810266895035
5,0.04039674772861527,0.03322650744358256,0.032572023501728484,0.0318340255181258,0.03107361331614288,0.030263594614405694,0.029638035241536298,0.029096823701437968,0.02871849410398896,0.02833051277869451,0.02787802667994497,0.027593094441245962,0.02742809372100349,0.027182746005992634,0.027019084055963618,0.02665298222833188,0.02622177713113587,0.025714290579127667,0.0252495821325771,0.02493425533630469,0.024651878489685346,0.02470720204942861,0.025186510966552837,0.025756623712626818,0.026748417159768625,0.02857795799061173,0.03335570229861886,0.0735950613162683
6,0.043834782966352924,0.036321302830322005,0.0356450666618379,0.03485579510578485,0.034036462440202864,0.033163782420543915,0.03249033875293608,0.031902740277356824,0.03150048220268821,0.031085362092390316,0.030585273844490016,0.030275258709263224,0.03008761789430243,0.029821609975134722,0.029643289441415602,0.029249105761884657,0.028784478262237657,0.028237991454168977,0.02770976851391732,0.02735412328911247,0.027027869875921495,0.027074555605264183,0.027586530132004544,0.028207872865439826,0.02929603283233421,0.03124242402669871,0.03656264514964667,0.08374301349579458
7,0.04429748399861602,0.03665115278250428,0.03595875016013568,0.03515126127432088,0.034310185373899044,0.033416952551321634,0.032731279230696346,0.03212929609544502,0.03172003264118616,0.03129525993884979,0.030776177345952244,0.030459872808907853,0.03027006810051284,0.02999872134425205,0.02981875410927635,0.02941174010670341,0.028937433200956673,0.0283763561803507,0.027832993279271735,0.027464788049290128,0.027129609824540296,0.027180305900217142,0.027715408804040064,0.028363515442135605,0.029491902935496347,0.031478150548959624,0.03696781695471431,0.08641717203374809
8,0.04621655382362281,0.03823680853872375,0.037539916407390045,0.03670161479788318,0.035818903356962,0.03487746400499876,0.03414847512092423,0.03351180679551904,0.033079645811728474,0.03263391839411612,0.03208564107395878,0.03175174857467163,0.031547647039209245,0.03126062648199651,0.031069836530521356,0.030640126433875235,0.030134905123910916,0.029538749007479936,0.028957833866741826,0.02856008896284133,0.02819137075892075,0.02822840233711808,0.028775878839671316,0.029446311894729436,0.03062128638704585,0.03269268687267053,0.03850071332634556,0.09042528227844705
9,0.04818340459917687,0.039790519110013724,0.03908494173653993,0.03821177474187005,0.037278278842019896,0.036280168444816914,0.035503351727358794,0.03482853541412733,0.034369358853629454,0.0338972039785359,0.03331441621797842,0.03295866629274726,0.03273699929239634,0.03243326678294756,0.0322280878239696,0.03177436878951946,0.031237608398341835,0.030602060238444504,0.029979634682639377,0.029548177726862752,0.029140967358206003,0.029162310240432338,0.02972997359662536,0.030423625487794415,0.031645473963412135,0.03378987297046876,0.03986221378722463,0.09298001822311158
